name,email,role,city,wall_slug,population
Richard Lee,,Councillor,Burnaby,richard-lee-councillor,249125
Chak Au,,Councillor,Richmond,chak-au-councillor,209937
Gord Lovegrove,,Councillor,Kelowna,gord-lovegrove-councillor,144576
Colin Plant,,Councillor,Saanich,colin-plant-councillor,117735
Judy Brownoff,,Councillor,Saanich,judy-brownoff-councillor,117735
Karen Harper,,Councillor,Saanich,karen-harper-councillor,117735
Mena Westhaver,,Councillor,Saanich,mena-westhaver-councillor,117735
Nathalie Chambers,,Councillor,Saanich,nathalie-chambers-councillor,117735
Susan Brice,,Councillor,Saanich,susan-brice-councillor,117735
Teale Phelps Bondaroff,,Councillor,Saanich,teale-phelps-bondaroff-councillor,117735
Zac de Vries,,Councillor,Saanich,zac-de-vries-councillor,117735
Alicia Guichon,,Councillor,Delta,alicia-guichon-councillor,108455
Daniel Boisvert,,Councillor,Delta,daniel-boisvert-councillor,108455
Dylan Kruger,,Councillor,Delta,dylan-kruger-councillor,108455
Jennifer Johal,,Councillor,Delta,jennifer-johal-councillor,108455
Jessie Dosanjh,,Councillor,Delta,jessie-dosanjh-councillor,108455
Rod Binder,,Councillor,Delta,rod-binder-councillor,108455
Ben Geselbracht,,Councillor,Nanaimo,ben-geselbracht-councillor,99863
Erin Hemmens,,Councillor,Nanaimo,erin-hemmens-councillor,99863
Hilary Eastmure,,Councillor,Nanaimo,hilary-eastmure-councillor,99863
Ian Thorpe,,Councillor,Nanaimo,ian-thorpe-councillor,99863
Janice Perrino,,Councillor,Nanaimo,janice-perrino-councillor,99863
Paul Manly,,Councillor,Nanaimo,paul-manly-councillor,99863
Sheryl Armstrong,,Councillor,Nanaimo,sheryl-armstrong-councillor,99863
Tyler Brown,,Councillor,Nanaimo,tyler-brown-councillor,99863
Bill Sarai,,Councillor,Kamloops,bill-sarai-councillor,97902
Dale Bass,,Councillor,Kamloops,dale-bass-councillor,97902
Katie Neustaeter,,Councillor,Kamloops,katie-neustaeter-councillor,97902
Kelly Hall,,Councillor,Kamloops,kelly-hall-councillor,97902
Margot Middleton,,Councillor,Kamloops,margot-middleton-councillor,97902
Mike O'Reilly,,Councillor,Kamloops,mike-o-reilly-councillor,97902
Nancy Bepple,,Councillor,Kamloops,nancy-bepple-councillor,97902
Stephen Karpuk,,Councillor,Kamloops,stephen-karpuk-councillor,97902
Bud Mercer,,Councillor,Chilliwack,bud-mercer-councillor,93203
Chris Kloot,,Councillor,Chilliwack,chris-kloot-councillor,93203
Harv Westeringh,,Councillor,Chilliwack,harv-westeringh-councillor,93203
Jason Lum,,Councillor,Chilliwack,jason-lum-councillor,93203
Jeff Shields,,Councillor,Chilliwack,jeff-shields-councillor,93203
Nicole Huitema Read,,Councillor,Chilliwack,nicole-huitema-read-councillor,93203
Christopher Mark Coleman,,Councillor,Victoria,christopher-mark-coleman-councillor,91867
Ahmed Yousef,,Councillor,Maple Ridge,ahmed-yousef-councillor,90990
Jenny Tan,,Councillor,Maple Ridge,jenny-tan-councillor,90990
Judy Dueck,,Councillor,Maple Ridge,judy-dueck-councillor,90990
Korleen Carreras,,Councillor,Maple Ridge,korleen-carreras-councillor,90990
Onyeka Dozie,,Councillor,Maple Ridge,onyeka-dozie-councillor,90990
Sunny Schiller,,Councillor,Maple Ridge,sunny-schiller-councillor,90990
Daniel FONTAINE,,Councillor,New Westminster,daniel-fontaine-councillor,78916
Jaimie MCEVOY,,Councillor,New Westminster,jaimie-mcevoy-councillor,78916
Nadine NAKAGAWA,,Councillor,New Westminster,nadine-nakagawa-councillor,78916
Paul MINHAS,,Councillor,New Westminster,paul-minhas-councillor,78916
Ruby CAMPBELL,,Councillor,New Westminster,ruby-campbell-councillor,78916
Tasha HENDERSON,,Councillor,New Westminster,tasha-henderson-councillor,78916
Brian Skakun,,Councillor,Prince George,brian-skakun-councillor,76708
Cori Ramsay,,Councillor,Prince George,cori-ramsay-councillor,76708
Garth Frizzell,,Councillor,Prince George,garth-frizzell-councillor,76708
Kyle Sampson,,Councillor,Prince George,kyle-sampson-councillor,76708
Ron Polillo,,Councillor,Prince George,ron-polillo-councillor,76708
Susan Scott,,Councillor,Prince George,susan-scott-councillor,76708
Tim Bennett,,Councillor,Prince George,tim-bennett-councillor,76708
Trudy Klassen,,Councillor,Prince George,trudy-klassen-councillor,76708
Darrell Penner,,Councillor,Port Coquitlam,darrell-penner-councillor,61498
Dean Washington,,Councillor,Port Coquitlam,dean-washington-councillor,61498
Glenn Pollock,,Councillor,Port Coquitlam,glenn-pollock-councillor,61498
Nancy McCurrach,,Councillor,Port Coquitlam,nancy-mccurrach-councillor,61498
Paige Petriw,,Councillor,Port Coquitlam,paige-petriw-councillor,61498
Steve Darling,,Councillor,Port Coquitlam,steve-darling-councillor,61498
Angela GIRARD,,Councillor,North Vancouver (City),angela-girard-councillor,58120
Betty Forbes,,Councillor,North Vancouver (City),betty-forbes-councillor,58120
Catherine Pope,,Councillor,North Vancouver (City),catherine-pope-councillor,58120
Don BELL,,Councillor,North Vancouver (City),don-bell-councillor,58120
Herman Mah,,Councillor,North Vancouver (City),herman-mah-councillor,58120
Holly BACK,,Councillor,North Vancouver (City),holly-back-councillor,58120
Jessica McILROY,,Councillor,North Vancouver (City),jessica-mcilroy-councillor,58120
Jim Hanson,,Councillor,North Vancouver (City),jim-hanson-councillor,58120
Jordan Back,,Councillor,North Vancouver (City),jordan-back-councillor,58120
Lisa Muri,,Councillor,North Vancouver (City),lisa-muri-councillor,58120
Shervin SHAHRIARI,,Councillor,North Vancouver (City),shervin-shahriari-councillor,58120
Tony VALENTE,,Councillor,North Vancouver (City),tony-valente-councillor,58120
Colby Harder,,Councillor,Langford,colby-harder-councillor,46584
Keith Yacucha,,Councillor,Langford,keith-yacucha-councillor,46584
Kimberley Guiry,,Councillor,Langford,kimberley-guiry-councillor,46584
Lillian Szpak,,Councillor,Langford,lillian-szpak-councillor,46584
Mark Morley,,Councillor,Langford,mark-morley-councillor,46584
Mary Wagner,,Councillor,Langford,mary-wagner-councillor,46584
Akbal Mund,,Councillor,Vernon,akbal-mund-councillor,44519
Brian Guy,,Councillor,Vernon,brian-guy-councillor,44519
Brian Quiring,,Councillor,Vernon,brian-quiring-councillor,44519
Kari Gares,,Councillor,Vernon,kari-gares-councillor,44519
Kelly Fehr,,Councillor,Vernon,kelly-fehr-councillor,44519
Teresa Durning,,Councillor,Vernon,teresa-durning-councillor,44519
Christine Cassidy,,Councillor,West Vancouver,christine-cassidy-councillor,44122
Gambioli Nora,,Councillor,West Vancouver,gambioli-nora-councillor,44122
Linda Watt,,Councillor,West Vancouver,linda-watt-councillor,44122
Peter Lambur,,Councillor,West Vancouver,peter-lambur-councillor,44122
Scott Snider,,Councillor,West Vancouver,scott-snider-councillor,44122
Sharon Thompson,,Councillor,West Vancouver,sharon-thompson-councillor,44122
Angel Elias,,Councillor,Mission,angel-elias-councillor,41519
Carol Hamilton,,Councillor,Mission,carol-hamilton-councillor,41519
Danny Plecas,,Councillor,Mission,danny-plecas-councillor,41519
Jag Gill,,Councillor,Mission,jag-gill-councillor,41519
Ken Herar,,Councillor,Mission,ken-herar-councillor,41519
Mark Davies,,Councillor,Mission,mark-davies-councillor,41519
Amelia Boultbee,,Councillor,Penticton,amelia-boultbee-councillor,36885
Campbell Watt,,Councillor,Penticton,campbell-watt-councillor,36885
Helena Konanz,,Councillor,Penticton,helena-konanz-councillor,36885
Isaac Gilbert,,Councillor,Penticton,isaac-gilbert-councillor,36885
James Miller,,Councillor,Penticton,james-miller-councillor,36885
Julius Bloomfield,,Councillor,Penticton,julius-bloomfield-councillor,36885
Ryan Graham,,Councillor,Penticton,ryan-graham-councillor,36885
Carol Zanon,,Councillor,West Kelowna,carol-zanon-councillor,36078
Garrett Millsap,,Councillor,West Kelowna,garrett-millsap-councillor,36078
Jason Friesen,,Councillor,West Kelowna,jason-friesen-councillor,36078
Rick de Jong,,Councillor,West Kelowna,rick-de-jong-councillor,36078
Stephen Johnston,,Councillor,West Kelowna,stephen-johnston-councillor,36078
Tasha Da Silva,,Councillor,West Kelowna,tasha-da-silva-councillor,36078
Ben Lanyon,,Councillor,Campbell River,ben-lanyon-councillor,35519
Doug Chapman,,Councillor,Campbell River,doug-chapman-councillor,35519
Ron Kerr,,Councillor,Campbell River,ron-kerr-councillor,35519
Sean Smyth,,Councillor,Campbell River,sean-smyth-councillor,35519
Susan Sinnott,,Councillor,Campbell River,susan-sinnott-councillor,35519
Tanille Johnston,,Councillor,Campbell River,tanille-johnston-councillor,35519
Amy Lubik,,Councillor,Port Moody,amy-lubik-councillor,33535
Callan Morrison,,Councillor,Port Moody,callan-morrison-councillor,33535
Diana Dilworth,,Councillor,Port Moody,diana-dilworth-councillor,33535
Haven Lurbiecki,,Councillor,Port Moody,haven-lurbiecki-councillor,33535
Kyla Knowles,,Councillor,Port Moody,kyla-knowles-councillor,33535
Meghan Lahti,,Councillor,Port Moody,meghan-lahti-councillor,33535
Samantha Agtarap,,Councillor,Port Moody,samantha-agtarap-councillor,33535
Bruce Findlay,,Councillor,North Cowichan,bruce-findlay-councillor,31990
Chris Istace,,Councillor,North Cowichan,chris-istace-councillor,31990
Christopher Justice,,Councillor,North Cowichan,christopher-justice-councillor,31990
Debra Toporowski,,Councillor,North Cowichan,debra-toporowski-councillor,31990
Mike Caljouw,,Councillor,North Cowichan,mike-caljouw-councillor,31990
Rob Douglas,,Councillor,North Cowichan,rob-douglas-councillor,31990
Tek Manhas,,Councillor,North Cowichan,tek-manhas-councillor,31990
Barb Martens,,Councillor,Langley (City),barb-martens-councillor,28963
Delaney Mack,,Councillor,Langley (City),delaney-mack-councillor,28963
Kim Richter,,Councillor,Langley (City),kim-richter-councillor,28963
Leith White,,Councillor,Langley (City),leith-white-councillor,28963
Margaret Kunst,,Councillor,Langley (City),margaret-kunst-councillor,28963
Michael Pratt,,Councillor,Langley (City),michael-pratt-councillor,28963
Mike Solyom,,Councillor,Langley (City),mike-solyom-councillor,28963
Misty Van Popta,,Councillor,Langley (City),misty-van-popta-councillor,28963
Paul Albrecht,,Councillor,Langley (City),paul-albrecht-councillor,28963
Robert Rindt,,Councillor,Langley (City),robert-rindt-councillor,28963
Rosemary Wallace,,Councillor,Langley (City),rosemary-wallace-councillor,28963
Steve Ferguson,,Councillor,Langley (City),steve-ferguson-councillor,28963
Teri James,,Councillor,Langley (City),teri-james-councillor,28963
Tim Baillie,,Councillor,Langley (City),tim-baillie-councillor,28963
David Frisch,,Councillor,Courtenay,david-frisch-councillor,28420
Doug Hillian,,Councillor,Courtenay,doug-hillian-councillor,28420
Evan Jolicoeur,,Councillor,Courtenay,evan-jolicoeur-councillor,28420
Melanie McCollum,,Councillor,Courtenay,melanie-mccollum-councillor,28420
Wendy Morin,,Councillor,Courtenay,wendy-morin-councillor,28420
Will Cole-Hamilton,,Councillor,Courtenay,will-cole-hamilton-councillor,28420
Andrew Hamilton,,Councillor,Squamish,andrew-hamilton-councillor,23819
Armand Hurford,,Councillor,Squamish,armand-hurford-councillor,23819
Chris Pettingill,,Councillor,Squamish,chris-pettingill-councillor,23819
Eric Andersen,,Councillor,Squamish,eric-andersen-councillor,23819
Jenna Stoner,,Councillor,Squamish,jenna-stoner-councillor,23819
John French,,Councillor,Squamish,john-french-councillor,23819
Lauren Greenlaw,,Councillor,Squamish,lauren-greenlaw-councillor,23819
Bill Lawrence,,Councillor,White Rock,bill-lawrence-councillor,21939
Christopher Trevelyan,,Councillor,White Rock,christopher-trevelyan-councillor,21939
David Chesney,,Councillor,White Rock,david-chesney-councillor,21939
Elaine Cheung,,Councillor,White Rock,elaine-cheung-councillor,21939
Ernie Klassen,,Councillor,White Rock,ernie-klassen-councillor,21939
Michele Partridge,,Councillor,White Rock,michele-partridge-councillor,21939
BYRON STEWART,,Councillor,Fort St. John,byron-stewart-councillor,21465
GORD KLASSEN,,Councillor,Fort St. John,gord-klassen-councillor,21465
JIM LEQUIERE,,Councillor,Fort St. John,jim-lequiere-councillor,21465
SARAH MACDOUGALL,,Councillor,Fort St. John,sarah-macdougall-councillor,21465
TONY ZABINSKY,,Councillor,Fort St. John,tony-zabinsky-councillor,21465
TREVOR BOLIN,,Councillor,Fort St. John,trevor-bolin-councillor,21465
Lynnette Wray,,Councillor,Cranbrook,lynnette-wray-councillor,20499
Mike Peabody,,Councillor,Cranbrook,mike-peabody-councillor,20499
Norma Blissett,,Councillor,Cranbrook,norma-blissett-councillor,20499
Ron Popoff,,Councillor,Cranbrook,ron-popoff-councillor,20499
Wayne Price,,Councillor,Cranbrook,wayne-price-councillor,20499
Wayne Stetski,,Councillor,Cranbrook,wayne-stetski-councillor,20499
Wesly Graham,,Councillor,Cranbrook,wesly-graham-councillor,20499
David Gonella,,Councillor,Salmon Arm,david-gonella-councillor,19432
Debbie Cannon,,Councillor,Salmon Arm,debbie-cannon-councillor,19432
Kevin Flynn,,Councillor,Salmon Arm,kevin-flynn-councillor,19432
Louise Wallace Richmond,,Councillor,Salmon Arm,louise-wallace-richmond-councillor,19432
Sylvia Lindgren,,Councillor,Salmon Arm,sylvia-lindgren-councillor,19432
Tim Lavery,,Councillor,Salmon Arm,tim-lavery-councillor,19432
Alison Evans,,Councillor,Pitt Meadows,alison-evans-councillor,19146
Bob Meachen,,Councillor,Pitt Meadows,bob-meachen-councillor,19146
Gwen O'Connell,,Councillor,Pitt Meadows,gwen-o-connell-councillor,19146
Mike Hayes,,Councillor,Pitt Meadows,mike-hayes-councillor,19146
Mike Manion,,Councillor,Pitt Meadows,mike-manion-councillor,19146
